racename,riderposition,ridername,riderteam
Eschborn-Frankfurt,1,MATTHEWS Michael,Team Jayco AlUla
Eschborn-Frankfurt,2,CORT Magnus,Uno-X Mobility
Eschborn-Frankfurt,3,BARRENETXEA Jon,Movistar Team
Eschborn-Frankfurt,4,POWLESS Neilson,EF Education - EasyPost
Eschborn-Frankfurt,5,WANDAHL Frederik,Red Bull - BORA - hansgrohe
Eschborn-Frankfurt,6,WITHEN PHILIPSEN Albert,Lidl - Trek
Eschborn-Frankfurt,7,OLDANI Stefano,Cofidis
Eschborn-Frankfurt,8,HIRSCHI Marc,Tudor Pro Cycling Team
Eschborn-Frankfurt,9,DENZ Nico,Red Bull - BORA - hansgrohe
Eschborn-Frankfurt,10,BARGUIL Warren,Team Picnic PostNL
Eschborn-Frankfurt,11,COVI Alessandro,UAE Team Emirates - XRG
Eschborn-Frankfurt,12,ZAMBANINI Edoardo,Bahrain - Victorious
Eschborn-Frankfurt,13,HOULE Hugo,Israel - Premier Tech
Eschborn-Frankfurt,14,CHRISTEN Fabio,Q36.5 Pro Cycling Team
Eschborn-Frankfurt,15,GUERREIRO Ruben,Movistar Team
Eschborn-Frankfurt,16,LASTRA Jonathan,Cofidis
Eschborn-Frankfurt,17,VELASCO Simone,XDS Astana Team
Eschborn-Frankfurt,18,ARANBURU Alex,Cofidis
Eschborn-Frankfurt,19,MEURISSE Xandro,Alpecin - Deceuninck
Eschborn-Frankfurt,20,DE LA CRUZ David,Q36.5 Pro Cycling Team
Eschborn-Frankfurt,21,SAMITIER Sergio,Cofidis
Eschborn-Frankfurt,22,PESCADOR Diego,Movistar Team
Eschborn-Frankfurt,23,HERZOG Emil,Red Bull - BORA - hansgrohe
Eschborn-Frankfurt,24,DVERSNES Fredrik,Uno-X Mobility
Eschborn-Frankfurt,25,LEKNESSUND Andreas,Uno-X Mobility
Eschborn-Frankfurt,26,ENGELHARDT Felix,Team Jayco AlUla
Eschborn-Frankfurt,27,BADILATTI Matteo,Q36.5 Pro Cycling Team
Eschborn-Frankfurt,28,DE PRETTO Davide,Team Jayco AlUla
Eschborn-Frankfurt,29,SCHACHMANN Maximilian,Soudal Quick-Step
Eschborn-Frankfurt,30,TRÆEN Torstein,Bahrain - Victorious
Eschborn-Frankfurt,31,MÜHLBERGER Gregor,Movistar Team
Eschborn-Frankfurt,32,VALGREN Michael,EF Education - EasyPost
Eschborn-Frankfurt,33,ALEOTTI Giovanni,Red Bull - BORA - hansgrohe
Eschborn-Frankfurt,34,CATTANEO Mattia,Soudal Quick-Step
Eschborn-Frankfurt,35,NYS Thibau,Lidl - Trek
Eschborn-Frankfurt,36,BUSATTO Francesco,Intermarché - Wanty
Eschborn-Frankfurt,37,MORGADO António,UAE Team Emirates - XRG
Eschborn-Frankfurt,38,LØLAND Sakarias Koller,Uno-X Mobility
Eschborn-Frankfurt,39,HONORÉ Mikkel Frølich,EF Education - EasyPost
Eschborn-Frankfurt,40,PLUIMERS Rick,Tudor Pro Cycling Team
Eschborn-Frankfurt,41,ANDRESEN Tobias Lund,Team Picnic PostNL
Eschborn-Frankfurt,42,ADRIÀ Roger,Red Bull - BORA - hansgrohe
Eschborn-Frankfurt,43,GELDERS Gil,Soudal Quick-Step
Eschborn-Frankfurt,44,RUTSCH Jonas,Intermarché - Wanty
Eschborn-Frankfurt,45,SERRANO Gonzalo,Movistar Team
Eschborn-Frankfurt,46,ZIMMERMANN Georg,Intermarché - Wanty
Eschborn-Frankfurt,47,VERSTRYNGE Emiel,Alpecin - Deceuninck
Eschborn-Frankfurt,48,GONZÁLEZ David,Q36.5 Pro Cycling Team
Eschborn-Frankfurt,49,BAX Sjoerd,Q36.5 Pro Cycling Team
Eschborn-Frankfurt,50,MULUBRHAN Henok,XDS Astana Team
Eschborn-Frankfurt,51,POLITT Nils,UAE Team Emirates - XRG
Eschborn-Frankfurt,52,KRAGH ANDERSEN Søren,Lidl - Trek
Eschborn-Frankfurt,53,VERMEERSCH Florian,UAE Team Emirates - XRG
Eschborn-Frankfurt,54,RIES Michel,Arkéa - B&B Hotels
Eschborn-Frankfurt,55,RACCAGNI NOVIERO Andrea,Soudal Quick-Step
Eschborn-Frankfurt,56,HUBY Antoine,Soudal Quick-Step
Eschborn-Frankfurt,57,BAGIOLI Andrea,Lidl - Trek
Eschborn-Frankfurt,58,JOHANNESSEN Anders Halland,Uno-X Mobility
Eschborn-Frankfurt,59,LAENGEN Vegard Stake,UAE Team Emirates - XRG
Eschborn-Frankfurt,60,OLIVEIRA Rui,UAE Team Emirates - XRG
Eschborn-Frankfurt,61,SMITH Dion,Intermarché - Wanty
Eschborn-Frankfurt,62,VANHOUCKE Harm,Q36.5 Pro Cycling Team
Eschborn-Frankfurt,63,TEUNS Dylan,Cofidis
Eschborn-Frankfurt,64,KIELICH Timo,Alpecin - Deceuninck
Eschborn-Frankfurt,65,DOUBLE Paul,Team Jayco AlUla
Eschborn-Frankfurt,66,DE MARCHI Alessandro,Team Jayco AlUla
Eschborn-Frankfurt,67,MOHORIČ Matej,Bahrain - Victorious
Eschborn-Frankfurt,68,PEREZ Anthony,Cofidis
Eschborn-Frankfurt,69,ALAPHILIPPE Julian,Tudor Pro Cycling Team
Eschborn-Frankfurt,70,HOLTER Ådne,Uno-X Mobility
Eschborn-Frankfurt,71,ERMAKOV Roman,Bahrain - Victorious
Eschborn-Frankfurt,72,WEISS Fabian,Tudor Pro Cycling Team
Eschborn-Frankfurt,73,VERMAERKE Kevin,Team Picnic PostNL
Eschborn-Frankfurt,74,SVESTAD-BÅRDSENG Embret,Arkéa - B&B Hotels
Eschborn-Frankfurt,75,KAMP Alexander,Intermarché - Wanty
Eschborn-Frankfurt,76,MACKELLAR Alastair,EF Education - EasyPost
Eschborn-Frankfurt,77,KANTER Max,XDS Astana Team
Eschborn-Frankfurt,78,VAN ASBROECK Tom,Israel - Premier Tech
Eschborn-Frankfurt,79,TEUNISSEN Mike,XDS Astana Team
Eschborn-Frankfurt,80,BIERMANS Jenthe,Arkéa - B&B Hotels
Eschborn-Frankfurt,81,ROMELE Alessandro,XDS Astana Team
Eschborn-Frankfurt,82,VERNON Ethan,Israel - Premier Tech
Eschborn-Frankfurt,83,TEUTENBERG Tim Torn,Lidl - Trek
Eschborn-Frankfurt,84,SIMMONS Colby,EF Education - EasyPost
Eschborn-Frankfurt,85,GLIVAR Gal,Alpecin - Deceuninck
Eschborn-Frankfurt,86,HOLLMANN Juri,Alpecin - Deceuninck
Eschborn-Frankfurt,87,KRIEGER Alexander,Tudor Pro Cycling Team
Eschborn-Frankfurt,88,ERIKSSON Lucas,Tudor Pro Cycling Team
Eschborn-Frankfurt,89,VAN SINTMAARTENSDIJK Roel,Intermarché - Wanty
Eschborn-Frankfurt,90,MARIT Arne,Intermarché - Wanty
Eschborn-Frankfurt,91,MAGNIER Paul,Soudal Quick-Step
Eschborn-Frankfurt,92,DHONDT Robbe,Team Picnic PostNL
Eschborn-Frankfurt,500,SU Haoyu,XDS Astana Team
Eschborn-Frankfurt,500,PASQUALON Andrea,Bahrain - Victorious
Eschborn-Frankfurt,500,TU Sergio,Bahrain - Victorious
Eschborn-Frankfurt,500,DURBRIDGE Luke,Team Jayco AlUla
Eschborn-Frankfurt,500,URIANSTAD BUGGE Martin,Uno-X Mobility
Eschborn-Frankfurt,500,WILLIAMS Stephen,Israel - Premier Tech
Eschborn-Frankfurt,500,ACKERMANN Pascal,Israel - Premier Tech
Eschborn-Frankfurt,500,SCHWARZMANN Michael,Israel - Premier Tech
Eschborn-Frankfurt,500,STEWART Jake,Israel - Premier Tech
Eschborn-Frankfurt,500,GARCÍA CORTINA Iván,Movistar Team
Eschborn-Frankfurt,500,LEIJNSE Enzo,Team Picnic PostNL
Eschborn-Frankfurt,500,BATTISTELLA Samuele,EF Education - EasyPost
Eschborn-Frankfurt,500,GRONDIN Donovan,Arkéa - B&B Hotels
Eschborn-Frankfurt,500,SÉNÉCHAL Florian,Arkéa - B&B Hotels
Eschborn-Frankfurt,500,THIERRY Pierre,Arkéa - B&B Hotels
Eschborn-Frankfurt,500,FROIDEVAUX Robin,Tudor Pro Cycling Team
Eschborn-Frankfurt,500,EEKHOFF Nils,Team Picnic PostNL
Eschborn-Frankfurt,500,GESBERT Élie,Arkéa - B&B Hotels
Eschborn-Frankfurt,500,OURSELIN Paul,Cofidis
Eschborn-Frankfurt,500,PHILIPSEN Jasper,Alpecin - Deceuninck
Eschborn-Frankfurt,500,SCHMID Mauro,Team Jayco AlUla
Eschborn-Frankfurt,500,BARTA Will,Movistar Team
Eschborn-Frankfurt,500,FLYNN Sean,Team Picnic PostNL
Eschborn-Frankfurt,500,STANNARD Robert,Bahrain - Victorious
Eschborn-Frankfurt,500,BRAMBILLA Gianluca,Q36.5 Pro Cycling Team
Eschborn-Frankfurt,500,GOGL Michael,Alpecin - Deceuninck
Eschborn-Frankfurt,500,PITHIE Laurence,Red Bull - BORA - hansgrohe
Eschborn-Frankfurt,500,WELSFORD Sam,Red Bull - BORA - hansgrohe
Eschborn-Frankfurt,500,ROOTKIN-GRAY Jack,EF Education - EasyPost
Eschborn-Frankfurt,500,CONSONNI Simone,Lidl - Trek
Eschborn-Frankfurt,500,DECLERCQ Tim,Lidl - Trek
Eschborn-Frankfurt,500,WARLOP Jordi,Soudal Quick-Step
Eschborn-Frankfurt,500,BOL Cees,XDS Astana Team
Eschborn-Frankfurt,501,WELLENS Tim,UAE Team Emirates - XRG
Tour de Romandie,1,ALMEIDA João,UAE Team Emirates - XRG
Tour de Romandie,2,MARTINEZ Lenny,Bahrain - Victorious
Tour de Romandie,3,VINE Jay,UAE Team Emirates - XRG
Tour de Romandie,4,FORTUNATO Lorenzo,XDS Astana Team
Tour de Romandie,5,EVENEPOEL Remco,Soudal Quick-Step
Tour de Romandie,6,RODRÍGUEZ Carlos,INEOS Grenadiers
Tour de Romandie,7,LÓPEZ Juan Pedro,Lidl - Trek
Tour de Romandie,8,LECERF Junior,Soudal Quick-Step
Tour de Romandie,9,RONDEL Mathys,Tudor Pro Cycling Team
Tour de Romandie,10,ROMO Javier,Movistar Team
Tour de Romandie,11,RODRÍGUEZ Cristián,Arkéa - B&B Hotels
Tour de Romandie,12,STAUNE-MITTET Johannes,Decathlon AG2R La Mondiale Team
Tour de Romandie,13,NORDHAGEN Jørgen,Team Visma | Lease a Bike
Tour de Romandie,14,TEJADA Harold,XDS Astana Team
Tour de Romandie,15,VAN EETVELT Lennert,Lotto
Tour de Romandie,16,ONLEY Oscar,Team Picnic PostNL
Tour de Romandie,17,HIGUITA Sergio,XDS Astana Team
Tour de Romandie,18,HAIG Jack,Bahrain - Victorious
Tour de Romandie,19,SCOTSON Callum,Decathlon AG2R La Mondiale Team
Tour de Romandie,20,HELLEMOSE Asbjørn,Team Jayco AlUla
Tour de Romandie,21,BUCHMANN Emanuel,Cofidis
Tour de Romandie,22,IZAGIRRE Ion,Cofidis
Tour de Romandie,23,TORRES Pablo,UAE Team Emirates - XRG
Tour de Romandie,24,VLASOV Aleksandr,Red Bull - BORA - hansgrohe
Tour de Romandie,25,OOMEN Sam,Lidl - Trek
Tour de Romandie,26,RYAN Archie,EF Education - EasyPost
Tour de Romandie,27,DUNBAR Eddie,Team Jayco AlUla
Tour de Romandie,28,THOMAS Geraint,INEOS Grenadiers
Tour de Romandie,29,PARET-PEINTRE Aurélien,Decathlon AG2R La Mondiale Team
Tour de Romandie,30,GAUDU David,Groupama - FDJ
Tour de Romandie,31,SEPÚLVEDA Eduardo,Lotto
Tour de Romandie,32,LEEMREIZE Gijs,Team Picnic PostNL
Tour de Romandie,33,BAUDIN Alex,EF Education - EasyPost
Tour de Romandie,34,THOMPSON Reuben,Lotto
Tour de Romandie,35,ROMEO Iván,Movistar Team
Tour de Romandie,36,ROCHAS Rémy,Groupama - FDJ
Tour de Romandie,37,BONNEU Kamiel,Intermarché - Wanty
Tour de Romandie,38,BERNARD Julien,Lidl - Trek
Tour de Romandie,39,GARCÍA PIERNA Raúl,Arkéa - B&B Hotels
Tour de Romandie,40,GERMANI Lorenzo,Groupama - FDJ
Tour de Romandie,41,RAFFERTY Darren,EF Education - EasyPost
Tour de Romandie,42,LANGELLOTTI Victor,INEOS Grenadiers
Tour de Romandie,43,PALZER Anton,Red Bull - BORA - hansgrohe
Tour de Romandie,44,PICKERING Finlay,Bahrain - Victorious
Tour de Romandie,45,GRAAT Tijmen,Team Visma | Lease a Bike
Tour de Romandie,46,KOERDT Bjorn,Team Picnic PostNL
Tour de Romandie,47,VENTURINI Clément,Arkéa - B&B Hotels
Tour de Romandie,48,JUUL-JENSEN Christopher,Team Jayco AlUla
Tour de Romandie,49,GHEBREIGZABHIER Amanuel,Lidl - Trek
Tour de Romandie,50,SHAW James,EF Education - EasyPost
Tour de Romandie,51,CASTRILLO Pablo,Movistar Team
Tour de Romandie,52,VANSEVENANT Mauri,Soudal Quick-Step
Tour de Romandie,53,THALMANN Roland,Tudor Pro Cycling Team
Tour de Romandie,54,HERRADA Jesús,Cofidis
Tour de Romandie,55,SWIFT Ben,INEOS Grenadiers
Tour de Romandie,56,BETTIOL Alberto,XDS Astana Team
Tour de Romandie,57,PAASSCHENS Mathijs,Bahrain - Victorious
Tour de Romandie,58,KUYPERS Gerben,Intermarché - Wanty
Tour de Romandie,59,LEONARD Michael,INEOS Grenadiers
Tour de Romandie,60,GUERNALEC Thibault,Arkéa - B&B Hotels
Tour de Romandie,61,KÄMNA Lennard,Lidl - Trek
Tour de Romandie,62,DEBRUYNE Ramses,Alpecin - Deceuninck
Tour de Romandie,63,VAN DER MEULEN Max,Bahrain - Victorious
Tour de Romandie,64,SERRY Pieter,Soudal Quick-Step
Tour de Romandie,65,BARRÉ Louis,Intermarché - Wanty
Tour de Romandie,66,OLIVEIRA Ivo,UAE Team Emirates - XRG
Tour de Romandie,67,ARCAS Jorge,Movistar Team
Tour de Romandie,68,GROßSCHARTNER Felix,UAE Team Emirates - XRG
Tour de Romandie,69,KÜNG Stefan,Groupama - FDJ
Tour de Romandie,70,HUISING Menno,Team Visma | Lease a Bike
Tour de Romandie,71,CARTHY Hugh,EF Education - EasyPost
Tour de Romandie,72,PLAPP Luke,Team Jayco AlUla
Tour de Romandie,73,HAJEK Alexander,Red Bull - BORA - hansgrohe
Tour de Romandie,74,MACIEJUK Filip,Red Bull - BORA - hansgrohe
Tour de Romandie,75,ZWIEHOFF Ben,Red Bull - BORA - hansgrohe
Tour de Romandie,76,OLIVEIRA Nelson,Movistar Team
Tour de Romandie,77,CAVAGNA Rémi,Groupama - FDJ
Tour de Romandie,78,CURRIE Logan,Lotto
Tour de Romandie,79,BRENNAN Matthew,Team Visma | Lease a Bike
Tour de Romandie,80,GRADEK Kamil,Bahrain - Victorious
Tour de Romandie,81,EDDY Patrick,Team Picnic PostNL
Tour de Romandie,82,KNIGHT Oliver,Cofidis
Tour de Romandie,83,PALENI Enzo,Groupama - FDJ
Tour de Romandie,84,ASGREEN Kasper,EF Education - EasyPost
Tour de Romandie,85,ČERNÝ Josef,Soudal Quick-Step
Tour de Romandie,86,COSNEFROY Benoît,Decathlon AG2R La Mondiale Team
Tour de Romandie,87,BITTNER Pavel,Team Picnic PostNL
Tour de Romandie,88,GREGAARD Jonas,Lotto
Tour de Romandie,89,EENKHOORN Pascal,Soudal Quick-Step
Tour de Romandie,90,DRIZNERS Jarrad,Lotto
Tour de Romandie,91,MOLLEMA Bauke,Lidl - Trek
Tour de Romandie,92,DILLIER Silvan,Alpecin - Deceuninck
Tour de Romandie,93,GUERNALEC Victor,Arkéa - B&B Hotels
Tour de Romandie,94,BAYER Tobias,Alpecin - Deceuninck
Tour de Romandie,95,PEDERSEN Casper,Soudal Quick-Step
Tour de Romandie,96,DE POOTER Dries,Intermarché - Wanty
Tour de Romandie,97,GAZZOLI Michele,XDS Astana Team
Tour de Romandie,98,COMBAUD Romain,Team Picnic PostNL
Tour de Romandie,99,DAVY Clément,Groupama - FDJ
Tour de Romandie,100,BURATTI Nicolò,Bahrain - Victorious
Tour de Romandie,101,KOLZE CHANGIZI Sebastian,Tudor Pro Cycling Team
Tour de Romandie,102,BISSEGGER Stefan,Decathlon AG2R La Mondiale Team
Tour de Romandie,103,NORSGAARD Mathias,Movistar Team
Tour de Romandie,104,ROOSEN Timo,Team Picnic PostNL
Tour de Romandie,105,CIMOLAI Davide,Movistar Team
Tour de Romandie,106,LOZOUET Léandre,Arkéa - B&B Hotels
Tour de Romandie,107,VERMOTE Julien,Team Visma | Lease a Bike
Tour de Romandie,108,PRICE-PEJTERSEN Johan,Alpecin - Deceuninck
Liège-Bastogne-Liège,1,POGAČAR Tadej,UAE Team Emirates - XRG
Liège-Bastogne-Liège,2,CICCONE Giulio,Lidl - Trek
Liège-Bastogne-Liège,3,HEALY Ben,EF Education - EasyPost
Liège-Bastogne-Liège,4,VELASCO Simone,XDS Astana Team
Liège-Bastogne-Liège,5,NYS Thibau,Lidl - Trek
Liège-Bastogne-Liège,6,BAGIOLI Andrea,Lidl - Trek
Liège-Bastogne-Liège,7,MARTÍNEZ Daniel Felipe,Red Bull - BORA - hansgrohe
Liège-Bastogne-Liège,8,LAURANCE Axel,INEOS Grenadiers
Liège-Bastogne-Liège,9,PIDCOCK Thomas,Q36.5 Pro Cycling Team
Liège-Bastogne-Liège,10,POWLESS Neilson,EF Education - EasyPost
Liège-Bastogne-Liège,11,MATTHEWS Michael,Team Jayco AlUla
Liège-Bastogne-Liège,12,ONLEY Oscar,Team Picnic PostNL
Liège-Bastogne-Liège,13,BENOOT Tiesj,Team Visma | Lease a Bike
Liège-Bastogne-Liège,14,VERSTRYNGE Emiel,Alpecin - Deceuninck
Liège-Bastogne-Liège,15,ARANBURU Alex,Cofidis
Liège-Bastogne-Liège,16,VAN EETVELT Lennert,Lotto
Liège-Bastogne-Liège,17,LEKNESSUND Andreas,Uno-X Mobility
Liège-Bastogne-Liège,18,PARET-PEINTRE Aurélien,Decathlon AG2R La Mondiale Team
Liège-Bastogne-Liège,19,GRÉGOIRE Romain,Groupama - FDJ
Liège-Bastogne-Liège,20,TULETT Ben,Team Visma | Lease a Bike
Liège-Bastogne-Liège,21,MARTIN Guillaume,Groupama - FDJ
Liège-Bastogne-Liège,22,SCHMID Mauro,Team Jayco AlUla
Liège-Bastogne-Liège,23,SCARONI Christian,XDS Astana Team
Liège-Bastogne-Liège,24,JEGAT Jordan,Team TotalEnergies
Liège-Bastogne-Liège,25,BARRÉ Louis,Intermarché - Wanty
Liège-Bastogne-Liège,26,MCNULTY Brandon,UAE Team Emirates - XRG
Liège-Bastogne-Liège,27,ADRIÀ Roger,Red Bull - BORA - hansgrohe
Liège-Bastogne-Liège,28,BERTHET Clément,Decathlon AG2R La Mondiale Team
Liège-Bastogne-Liège,29,BILBAO Pello,Bahrain - Victorious
Liège-Bastogne-Liège,30,BAUDIN Alex,EF Education - EasyPost
Liège-Bastogne-Liège,31,VALTER Attila,Team Visma | Lease a Bike
Liège-Bastogne-Liège,32,BLACKMORE Joseph,Israel - Premier Tech
Liège-Bastogne-Liège,33,RODRÍGUEZ Carlos,INEOS Grenadiers
Liège-Bastogne-Liège,34,IZAGIRRE Ion,Cofidis
Liège-Bastogne-Liège,35,VANSEVENANT Mauri,Soudal Quick-Step
Liège-Bastogne-Liège,36,ULISSI Diego,XDS Astana Team
Liège-Bastogne-Liège,37,BUITRAGO Santiago,Bahrain - Victorious
Liège-Bastogne-Liège,38,SIVAKOV Pavel,UAE Team Emirates - XRG
Liège-Bastogne-Liège,39,SKJELMOSE Mattias,Lidl - Trek
Liège-Bastogne-Liège,40,LUTSENKO Alexey,Israel - Premier Tech
Liège-Bastogne-Liège,41,SHEFFIELD Magnus,INEOS Grenadiers
Liège-Bastogne-Liège,42,HARPER Chris,Team Jayco AlUla
Liège-Bastogne-Liège,43,SCHULTZ Nick,Israel - Premier Tech
Liège-Bastogne-Liège,44,O'CONNOR Ben,Team Jayco AlUla
Liège-Bastogne-Liège,45,HIRSCHI Marc,Tudor Pro Cycling Team
Liège-Bastogne-Liège,46,TRONCHON Bastien,Decathlon AG2R La Mondiale Team
Liège-Bastogne-Liège,47,HERMANS Quinten,Alpecin - Deceuninck
Liège-Bastogne-Liège,48,ZIMMERMANN Georg,Intermarché - Wanty
Liège-Bastogne-Liège,49,CONCI Nicola,XDS Astana Team
Liège-Bastogne-Liège,50,VAUQUELIN Kévin,Arkéa - B&B Hotels
Liège-Bastogne-Liège,51,ZANA Filippo,Team Jayco AlUla
Liège-Bastogne-Liège,52,GENIETS Kevin,Groupama - FDJ
Liège-Bastogne-Liège,53,HAIG Jack,Bahrain - Victorious
Liège-Bastogne-Liège,54,OLIVEIRA Nelson,Movistar Team
Liège-Bastogne-Liège,55,GUERREIRO Ruben,Movistar Team
Liège-Bastogne-Liège,56,MOLARD Rudy,Groupama - FDJ
Liège-Bastogne-Liège,57,PELLIZZARI Giulio,Red Bull - BORA - hansgrohe
Liège-Bastogne-Liège,58,ALAPHILIPPE Julian,Tudor Pro Cycling Team
Liège-Bastogne-Liège,59,EVENEPOEL Remco,Soudal Quick-Step
Liège-Bastogne-Liège,60,DE TIER Floris,Wagner Bazin WB
Liège-Bastogne-Liège,61,RYAN Archie,EF Education - EasyPost
Liège-Bastogne-Liège,62,CLARKE Simon,Israel - Premier Tech
Liège-Bastogne-Liège,63,KONRAD Patrick,Lidl - Trek
Liège-Bastogne-Liège,64,MADOUAS Valentin,Groupama - FDJ
Liège-Bastogne-Liège,65,DVERSNES Fredrik,Uno-X Mobility
Liège-Bastogne-Liège,66,HOLTER Ådne,Uno-X Mobility
Liège-Bastogne-Liège,67,LØLAND Sakarias Koller,Uno-X Mobility
Liège-Bastogne-Liège,68,MONIQUET Sylvain,Cofidis
Liège-Bastogne-Liège,69,BURGAUDEAU Mathieu,Team TotalEnergies
Liège-Bastogne-Liège,70,LABROSSE Jordan,Decathlon AG2R La Mondiale Team
Liège-Bastogne-Liège,71,MEURISSE Xandro,Alpecin - Deceuninck
Liège-Bastogne-Liège,72,ZAMBANINI Edoardo,Bahrain - Victorious
Liège-Bastogne-Liège,73,BOUWMAN Koen,Team Jayco AlUla
Liège-Bastogne-Liège,74,PETERS Nans,Decathlon AG2R La Mondiale Team
Liège-Bastogne-Liège,75,WANDAHL Frederik,Red Bull - BORA - hansgrohe
Liège-Bastogne-Liège,76,HAMILTON Chris,Team Picnic PostNL
Liège-Bastogne-Liège,77,VADER Milan,Q36.5 Pro Cycling Team
Liège-Bastogne-Liège,78,ROULAND Louis,Arkéa - B&B Hotels
Liège-Bastogne-Liège,79,FORMOLO Davide,Movistar Team
Liège-Bastogne-Liège,80,DEBRUYNE Ramses,Alpecin - Deceuninck
Liège-Bastogne-Liège,81,DE PLUS Laurens,INEOS Grenadiers
Liège-Bastogne-Liège,82,BARDET Romain,Team Picnic PostNL
Liège-Bastogne-Liège,83,SEPÚLVEDA Eduardo,Lotto
Liège-Bastogne-Liège,84,CORT Magnus,Uno-X Mobility
Liège-Bastogne-Liège,85,THOMPSON Reuben,Lotto
Liège-Bastogne-Liège,86,DE LA CRUZ David,Q36.5 Pro Cycling Team
Liège-Bastogne-Liège,87,AZPARREN Xabier Mikel,Q36.5 Pro Cycling Team
Liège-Bastogne-Liège,88,TEUNS Dylan,Cofidis
Liège-Bastogne-Liège,89,VAN WILDER Ilan,Soudal Quick-Step
Liège-Bastogne-Liège,90,BATTISTELLA Samuele,EF Education - EasyPost
Liège-Bastogne-Liège,91,SWEENY Harry,EF Education - EasyPost
Liège-Bastogne-Liège,92,SCHACHMANN Maximilian,Soudal Quick-Step
Liège-Bastogne-Liège,93,THOMAS Geraint,INEOS Grenadiers
Liège-Bastogne-Liège,94,CURRIE Logan,Lotto
Liège-Bastogne-Liège,95,DELAPLACE Anthony,Arkéa - B&B Hotels
Liège-Bastogne-Liège,96,FUGLSANG Jakob,Israel - Premier Tech
Liège-Bastogne-Liège,97,GARCÍA PIERNA Raúl,Arkéa - B&B Hotels
Liège-Bastogne-Liège,98,SCOTSON Callum,Decathlon AG2R La Mondiale Team
Liège-Bastogne-Liège,99,MAS Enric,Movistar Team
Liège-Bastogne-Liège,100,CHAMPOUSSIN Clément,XDS Astana Team
Liège-Bastogne-Liège,101,GROßSCHARTNER Felix,UAE Team Emirates - XRG
Liège-Bastogne-Liège,102,NOVAK Domen,UAE Team Emirates - XRG
Liège-Bastogne-Liège,103,WILKSCH Hannes,Tudor Pro Cycling Team
Liège-Bastogne-Liège,104,BRENNER Marco,Tudor Pro Cycling Team
Liège-Bastogne-Liège,105,VOISARD Yannis,Tudor Pro Cycling Team
Liège-Bastogne-Liège,106,LE BERRE Mathis,Arkéa - B&B Hotels
Liège-Bastogne-Liège,107,DOUBEY Fabien,Team TotalEnergies
Liège-Bastogne-Liège,108,BERNARD Julien,Lidl - Trek
Liège-Bastogne-Liège,109,PACHER Quentin,Groupama - FDJ
Liège-Bastogne-Liège,110,DESAL Ceriel,Wagner Bazin WB
Liège-Bastogne-Liège,111,MEENS Johan,Wagner Bazin WB
Liège-Bastogne-Liège,112,PAASSCHENS Mathijs,Bahrain - Victorious
Liège-Bastogne-Liège,113,GRAAT Tijmen,Team Visma | Lease a Bike
Liège-Bastogne-Liège,114,GREGAARD Jonas,Lotto
Liège-Bastogne-Liège,115,ISIDORE Noa,Decathlon AG2R La Mondiale Team
Liège-Bastogne-Liège,116,JOHANNESSEN Anders Halland,Uno-X Mobility
Liège-Bastogne-Liège,117,ASGREEN Kasper,EF Education - EasyPost
Liège-Bastogne-Liège,118,CAVAGNA Rémi,Groupama - FDJ
Liège-Bastogne-Liège,119,BAYER Tobias,Alpecin - Deceuninck
Liège-Bastogne-Liège,120,RETAILLEAU Valentin,Team TotalEnergies
Liège-Bastogne-Liège,121,RENARD-HAQUIN Henri-François,Wagner Bazin WB
Liège-Bastogne-Liège,122,OURSELIN Paul,Cofidis
Liège-Bastogne-Liège,123,CAMPRUBÍ Marcel,Q36.5 Pro Cycling Team
Liège-Bastogne-Liège,124,KOCH Jonas,Red Bull - BORA - hansgrohe
Liège-Bastogne-Liège,125,ZUKOWSKY Nickolas,Q36.5 Pro Cycling Team
Liège-Bastogne-Liège,126,GLIVAR Gal,Alpecin - Deceuninck
Liège-Bastogne-Liège,127,GRELLIER Fabien,Team TotalEnergies
Liège-Bastogne-Liège,128,GUGLIELMI Simon,Arkéa - B&B Hotels
Liège-Bastogne-Liège,129,BOULAHOITE Rayan,Team TotalEnergies
Liège-Bastogne-Liège,500,BONNEU Kamiel,Intermarché - Wanty
Liège-Bastogne-Liège,500,HEPBURN Michael,Team Jayco AlUla
Liège-Bastogne-Liège,500,URIANSTAD BUGGE Martin,Uno-X Mobility
Liège-Bastogne-Liège,500,MAAS Jan,Cofidis
Liège-Bastogne-Liège,500,FERRON Valentin,Cofidis
Liège-Bastogne-Liège,500,VERMOTE Julien,Team Visma | Lease a Bike
Liège-Bastogne-Liège,500,DE POOTER Dries,Intermarché - Wanty
Liège-Bastogne-Liège,500,VAN BELLE Loe,Team Visma | Lease a Bike
Liège-Bastogne-Liège,500,VAN HAUTEGEM Leander,Wagner Bazin WB
Liège-Bastogne-Liège,500,STANNARD Robert,Bahrain - Victorious
Liège-Bastogne-Liège,500,VAN DER SANDE Tosh,Team Visma | Lease a Bike
Liège-Bastogne-Liège,500,KAMP Alexander,Intermarché - Wanty
Liège-Bastogne-Liège,500,PAQUOT Tom,Intermarché - Wanty
Liège-Bastogne-Liège,500,DRIZNERS Jarrad,Lotto
Liège-Bastogne-Liège,500,LIVYNS Arjen,Lotto
Liège-Bastogne-Liège,500,DE MEESTER Luca,Wagner Bazin WB
Liège-Bastogne-Liège,500,VLIEGEN Loïc,Wagner Bazin WB
